topic_name|topic_url|course_name
COMP|http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific|Software Comprehension and Maintenance
Self-documenting code|http://dbpedia.org/resource/Self-documenting_code|Advanced Programming Practices
Software configuration management|http://dbpedia.org/resource/Software_configuration_management|Advanced Programming Practices
unit tests|http://dbpedia.org/resource/Unit_testing|Advanced Programming Practices
multi-threading|http://dbpedia.org/resource/Thread_(computing)|Advanced Programming Practices
concurrency|http://dbpedia.org/resource/Parallel_computing|Advanced Programming Practices
code reuse|http://dbpedia.org/resource/Code_reuse|Advanced Programming Practices
fault tolerance|http://dbpedia.org/resource/Fault_tolerance|Advanced Programming Practices
software design|http://dbpedia.org/resource/Software_design|Software Design Methodologies
Design methods|http://dbpedia.org/resource/Design_methods|Software Design Methodologies
object-oriented|http://dbpedia.org/resource/Object-oriented_design|Software Design Methodologies
design patterns|http://dbpedia.org/resource/Software_design_pattern|Software Design Methodologies
design patterns|http://dbpedia.org/resource/Software_design_pattern|Advanced Software Architectures
Model Driven Architecture (MDA)|http://dbpedia.org/resource/Model-driven_architecture|Advanced Software Architectures
Service Oriented Architecture|http://dbpedia.org/resource/Service-oriented_architecture|Advanced Software Architectures
SOA|http://dbpedia.org/resource/Service-oriented_architecture|Advanced Software Architectures
cloud computing|http://dbpedia.org/resource/Cloud_computing|Advanced Software Architectures
requirements engineering|http://dbpedia.org/resource/Requirements_engineering|Software Systems Requirements Specification
Requirements engineering|http://dbpedia.org/resource/Requirements_engineering|Software Systems Requirements Specification
software lifecycle|http://dbpedia.org/resource/Software_development_process|Software Systems Requirements Specification
Risk analysis|http://dbpedia.org/resource/Risk_analysis|Software Systems Requirements Specification
language documentation|http://dbpedia.org/resource/Language_documentation|Software Systems Requirements Specification
IEEE|http://dbpedia.org/resource/Institute_of_Electrical_and_Electronics_Engineers|Software Systems Requirements Specification
ISO|http://dbpedia.org/resource/International_Organization_for_Standardization|Software Systems Requirements Specification
Agile|http://dbpedia.org/resource/Agile_software_development|Software Systems Requirements Specification
user stories|http://dbpedia.org/resource/User_story|Software Systems Requirements Specification
formal specification|http://dbpedia.org/resource/Formal_specification|Software Systems Requirements Specification
formal languages|http://dbpedia.org/resource/Formal_language|Software Systems Requirements Specification
quality assurance|http://dbpedia.org/resource/Quality_assurance|Software Systems Requirements Specification
evolution|http://dbpedia.org/resource/Evolution|Software Systems Requirements Specification
UML|http://dbpedia.org/resource/Unified_Modeling_Language|Software Systems Requirements Specification
ontologies|http://dbpedia.org/resource/Upper_ontology|Software Systems Requirements Specification
domain-specific|http://dbpedia.org/resource/Domain-specific_language|Software Systems Requirements Specification
Test|http://dbpedia.org/resource/Test_cricket|Software Systems Requirements Specification
Refactoring|http://dbpedia.org/resource/Code_refactoring|Software Refactoring
SOEN|http://dbpedia.org/resource/Soen|Software Refactoring
preventive maintenance|http://dbpedia.org/resource/Preventive_maintenance|Software Refactoring
evolution|http://dbpedia.org/resource/Evolution|Software Refactoring
code analysis|http://dbpedia.org/resource/Static_program_analysis|Software Refactoring
Test|http://dbpedia.org/resource/Test_cricket|Programming Competency Test
Applied Computer Science|http://dbpedia.org/resource/Computer_science|Programming Competency Test
Software Engineering|http://dbpedia.org/resource/Software_engineering|Programming Competency Test
Software Engineering|http://dbpedia.org/resource/Software_engineering|Topics in Software Engineering
SOEN|http://dbpedia.org/resource/Soen|Topics in Software Engineering
Software Engineering|http://dbpedia.org/resource/Software_engineering|Topics in Software Engineering II
SOEN|http://dbpedia.org/resource/Soen|Topics in Software Engineering II
Software Engineering|http://dbpedia.org/resource/Software_engineering|Software Measurement
software engineering|http://dbpedia.org/resource/Software_engineering|Software Measurement
project management|http://dbpedia.org/resource/Project_management|Software Measurement
human computer|http://dbpedia.org/resource/Human_computer|Human Computer Interface Design
User-centered design|http://dbpedia.org/resource/User-centered_design|Human Computer Interface Design
Task analysis|http://dbpedia.org/resource/Task_analysis|Human Computer Interface Design
User interface design|http://dbpedia.org/resource/User_interface_design|Human Computer Interface Design
User interface|http://dbpedia.org/resource/User_interface|Human Computer Interface Design
multimedia|http://dbpedia.org/resource/Multimedia|Multimedia Computing
3D|http://dbpedia.org/resource/3D_modeling|Multimedia Computing
computer science|http://dbpedia.org/resource/Computer_science|Multimedia Computing
software engineering|http://dbpedia.org/resource/Software_engineering|Multimedia Computing
software engineering|http://dbpedia.org/resource/Software_engineering|Software Project Management
software development|http://dbpedia.org/resource/Software_development|Software Project Management
object-oriented|http://dbpedia.org/resource/Object-oriented_programming|Software Project Management
risk management|http://dbpedia.org/resource/Risk_management|Software Project Management
evolution|http://dbpedia.org/resource/Evolution|Software Project Management
ethics|http://dbpedia.org/resource/Ethics|Software Project Management
Service Oriented Architecture|http://dbpedia.org/resource/Service-oriented_architecture|Services Computing: Foundations, Design and Implementations
Web services|http://dbpedia.org/resource/Web_service|Services Computing: Foundations, Design and Implementations
SOAP|http://dbpedia.org/resource/SOAP|Services Computing: Foundations, Design and Implementations
Service-Oriented Architecture|http://dbpedia.org/resource/Service-oriented_architecture|Services Computing: Foundations, Design and Implementations
RESTful|http://dbpedia.org/resource/Representational_state_transfer|Services Computing: Foundations, Design and Implementations
process modelling|http://dbpedia.org/resource/Process_modeling|Services Computing: Foundations, Design and Implementations
SOEN|http://dbpedia.org/resource/Soen|Services Computing: Foundations, Design and Implementations
Software Engineering|http://dbpedia.org/resource/Software_engineering|Software Engineering Case Study
SOEN|http://dbpedia.org/resource/Soen|Software Engineering Case Study
SOEN|http://dbpedia.org/resource/Soen|Software Verification and Testing
software engineering|http://dbpedia.org/resource/Software_engineering|Software Verification and Testing
white-box testing|http://dbpedia.org/resource/White-box_testing|Software Verification and Testing
dataflow|http://dbpedia.org/resource/Dataflow_programming|Software Verification and Testing
classical|http://dbpedia.org/resource/Classical_mechanics|Software Verification and Testing
black-box testing|http://dbpedia.org/resource/Black-box_testing|Software Verification and Testing
integration testing|http://dbpedia.org/resource/Integration_testing|Software Verification and Testing
system testing|http://dbpedia.org/resource/System_testing|Software Verification and Testing
test plan|http://dbpedia.org/resource/Test_plan|Software Verification and Testing
IEEE|http://dbpedia.org/resource/Institute_of_Electrical_and_Electronics_Engineers|Software Verification and Testing
Test-driven development|http://dbpedia.org/resource/Test-driven_development|Software Verification and Testing
Test|http://dbpedia.org/resource/Test_cricket|Software Verification and Testing
test automation|http://dbpedia.org/resource/Test_automation|Software Verification and Testing
formal verification|http://dbpedia.org/resource/Formal_verification|Software Verification and Testing
model checking|http://dbpedia.org/resource/Model_checking|Software Verification and Testing
theorem proving|http://dbpedia.org/resource/Automated_theorem_proving|Software Verification and Testing
SOEN|http://dbpedia.org/resource/Soen|Intelligent User Interfaces
knowledge representation|http://dbpedia.org/resource/Knowledge_representation_and_reasoning|Intelligent User Interfaces
user interface|http://dbpedia.org/resource/User_interface|Intelligent User Interfaces
natural language interfaces|http://dbpedia.org/resource/Natural-language_user_interface|Intelligent User Interfaces
Software Engineering|http://dbpedia.org/resource/Software_engineering|Topics in Software Engineering I
Software Engineering|http://dbpedia.org/resource/Software_engineering|Software Engineering Research Project
Probability|http://dbpedia.org/resource/Probability|Probability and Stochastic Processes
Stochastic|http://dbpedia.org/resource/Stochastic|Probability and Stochastic Processes
Computer Science|http://dbpedia.org/resource/Computer_science|Graduate Seminar in Computer Science
pass/fail|http://dbpedia.org/resource/Failure|Graduate Seminar in Computer Science
Applied Computer Science|http://dbpedia.org/resource/Computer_science|Project and Report
SOEN|http://dbpedia.org/resource/Soen|Project and Report
COMP|http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific|Project and Report
Engineering Mathematics|http://dbpedia.org/resource/Engineering_mathematics|Elements of Engineering Mathematics
ordinary differential equations|http://dbpedia.org/resource/Ordinary_differential_equation|Elements of Engineering Mathematics
partial differential equations|http://dbpedia.org/resource/Partial_differential_equation|Elements of Engineering Mathematics
wave equation|http://dbpedia.org/resource/Wave_equation|Elements of Engineering Mathematics
diffusion equation|http://dbpedia.org/resource/Heat_equation|Elements of Engineering Mathematics
vector analysis|http://dbpedia.org/resource/Vector_calculus|Elements of Engineering Mathematics
orthogonal functions|http://dbpedia.org/resource/Orthogonal_functions|Elements of Engineering Mathematics
numerical methods|http://dbpedia.org/resource/Numerical_analysis|Elements of Engineering Mathematics
Sturm-Liouville problem|http://dbpedia.org/resource/Sturm–Liouville_theory|Engineering Analysis
orthogonal functions|http://dbpedia.org/resource/Orthogonal_functions|Engineering Analysis
ordinary differential equations|http://dbpedia.org/resource/Ordinary_differential_equation|Engineering Analysis
power series|http://dbpedia.org/resource/Power_series|Engineering Analysis
integral transforms|http://dbpedia.org/resource/Integral_transform|Engineering Analysis
partial differential equations|http://dbpedia.org/resource/Partial_differential_equation|Engineering Analysis
partial differential equations|http://dbpedia.org/resource/Partial_differential_equation|Numerical Methods
