course_number|course_subject|course_name|course_desc|course_link
7311|COEN|Protocol Design and Validation|No Description|http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
6021|ENCS|Engineering Analysis|No Description|http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
6161|ENCS|Probability and Stochastic Processes|No Description|http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
6181|ENCS|Optimization Techniques I (*)|No Description|http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
6631|COMP|Large-Scale Optimization (4 credits)|No Description|http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
6001|ENCS|Elements of Engineering Mathematics| Functions of one variable, Taylor’s series expansion, review of differentiation, integration and solution of ordinary differential equations. Functions of several variables, partial derivatives, multiple integrals, introduction to partial differential equations, wave equation and diffusion equation. Matrix and vector analysis, characteristic value problems, orthogonal functions; introduction to statistics and numerical methods. Lectures: three hours per week.|http://www.concordia.ca/academics/graduate/calendar/current/encs/computer-science-courses.html#course-descriptions
6021|ENCS|Engineering Analysis| Sturm-Liouville problem; orthogonal functions; ordinary differential equations with variable coefficients and power series solutions; integral transforms; partial differential equations; boundary value problems; applications to engineering problems. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6111|ENCS|Numerical Methods| Numerical solution of partial differential equations; weighted residuals techniques with emphasis on finite differences and finite elements; convergence, stability and consistency analysis; solution of integral equations; boundary value problems; discrete Fourier series and fast Fourier transform. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6141|ENCS|Probabilistic Methods in Design|Prerequisite: ENCS 6011 or equivalent. Elements of probability theory, decision models, expected costs and benefits, models from random occurrences, extreme value statistics, Monte Carlo simulation, reliability analysis, general applications to engineering design problems. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6161|ENCS|Probability and Stochastic Processes| Axioms and rules of probabilities, Bayes’ Theorem, binary communication systems, Bernoulli trials and Poisson Theorem, random variables, distributions and density functions, moments, correlation, Chebyshev and Markov’s inequalities, characteristic functions, Chernoff inequality, transformation of random variable, random processes, stationarity, Bernoulli, Random Walk, Poisson, shot noise, random telegraph, and Wiener processes, stopping time; Wald’s equation, elements of Renewal Theory, Mean-Ergodic Theorem, auto and cross-correlation functions, correlation time, auto-correlation receiver, Wiener-Khinchin Theorem, power spectral density, linear system with stochastic inputs, matched filtering. Project: two hours per week.Note: Students who have received credit for ELEC 6161 may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
